Year,Make,Model,Engine_Size,Mileage,Transmission,Fuel_Type,Owner_Type,Price
2013,Honda,Accord,1.5,79427,Manual,Diesel,First,2957.83
2017,Honda,Accord,1.8,61565,Automatic,Diesel,Second,9598.94
2013,Honda,Accord,2.4,58830,Manual,Petrol,Third,4268.54
2019,Honda,Accord,3.5,41106,Automatic,Petrol,First,16353.88
2014,Honda,Accord,2.4,82737,Automatic,Hybrid,Third,6559.57
2022,Honda,Accord,2.4,62470,Automatic,Electric,First,23228.21
2014,Honda,Accord,1.5,66656,Automatic,Electric,Third,8059.5
2014,Honda,Accord,2.4,29502,Automatic,Petrol,First,9409.37
2016,Honda,Accord,3.5,38333,Automatic,Diesel,Third,9974.7
2017,Honda,Accord,1.8,75635,Automatic,Petrol,Second,8673.94
2015,Honda,Accord,2.4,88998,Manual,Electric,First,12245.09
2024,Honda,Accord,1.5,64247,Manual,Electric,Second,17707.35
2022,Honda,Accord,1.8,89654,Manual,Diesel,Third,8937.03
2024,Honda,Accord,1.8,51639,Automatic,Diesel,First,18830.36
2023,Honda,Accord,1.8,30160,Automatic,Hybrid,Third,13885.91
2013,Honda,Accord,1.5,7823,Automatic,Petrol,Second,6227.02
2021,Honda,CR-V,3.5,78069,Manual,Petrol,First,14905.88
2020,Honda,CR-V,1.8,86658,Automatic,Petrol,Second,9650.61
2019,Honda,CR-V,1.5,35919,Manual,Petrol,First,10837.05
2017,Honda,CR-V,1.5,81929,Automatic,Petrol,Second,6994.66
2013,Honda,CR-V,1.5,77462,Manual,Diesel,Third,3253.18
2023,Honda,CR-V,3.5,66752,Automatic,Electric,Third,18458.71
2024,Honda,CR-V,1.5,29870,Automatic,Diesel,Second,15146.89
2024,Honda,CR-V,1.5,124169,Manual,Petrol,Third,8851.68
2014,Honda,CR-V,1.5,14049,Automatic,Petrol,First,6551.29
2015,Honda,CR-V,2.4,26600,Automatic,Diesel,Third,7359.38
2020,Honda,CR-V,3.5,108315,Automatic,Diesel,Third,11202.94
2020,Honda,CR-V,1.5,59117,Manual,Petrol,First,9790.1
2021,Honda,CR-V,1.8,32813,Manual,Hybrid,Second,13649.23
2018,Honda,CR-V,3.5,40011,Manual,Electric,First,19850.16
2023,Honda,CR-V,1.8,105489,Manual,Electric,First,18267.23
2015,Honda,CR-V,3.5,68603,Automatic,Diesel,Third,9198.48
2014,Honda,CR-V,1.8,14549,Automatic,Hybrid,Second,11189.74
2020,Honda,CR-V,1.8,46617,Manual,Diesel,First,13534.71
2024,Honda,CR-V,3.5,122779,Manual,Diesel,Second,15506.26
2024,Honda,CR-V,1.8,34315,Manual,Electric,Second,19348.28
2015,Honda,CR-V,2.4,84163,Manual,Diesel,Second,4592.1
2018,Honda,CR-V,1.5,122999,Manual,Diesel,Second,7159.93
2024,Honda,CR-V,3.5,48178,Manual,Diesel,First,19845.3
2015,Honda,CR-V,1.8,103435,Automatic,Petrol,Third,2395.23
2017,Honda,CR-V,3.5,63038,Automatic,Petrol,Third,9548.99
2017,Honda,CR-V,2.4,94828,Automatic,Petrol,Third,6382.36
2015,Honda,CR-V,1.5,25469,Automatic,Diesel,First,10196.19
2018,Honda,CR-V,3.5,37409,Manual,Petrol,Third,9785.84
2019,Honda,CR-V,1.8,27054,Manual,Diesel,Second,9713.6
2021,Honda,CR-V,1.8,48689,Automatic,Petrol,Third,10877.21
2015,Honda,CR-V,1.5,108227,Automatic,Hybrid,Second,6772.03
2018,Honda,CR-V,1.5,6203,Manual,Petrol,Third,7241.14
2014,Honda,CR-V,3.5,24584,Manual,Diesel,Second,9011.13
2021,Honda,CR-V,2.4,42563,Automatic,Diesel,Second,13642.13
2023,Honda,CR-V,3.5,112876,Manual,Diesel,First,16197.43
2022,Honda,CR-V,3.5,13492,Manual,Hybrid,Second,18655.27
2014,Honda,CR-V,1.5,12045,Automatic,Hybrid,Second,8196.03
2022,Honda,CR-V,1.8,90333,Manual,Petrol,Second,10278.82
2024,Honda,CR-V,1.8,18734,Manual,Diesel,Second,17422.75
2020,Honda,CR-V,2.4,66753,Manual,Hybrid,First,15738.4
2020,Honda,CR-V,1.8,88844,Automatic,Diesel,Third,7316.18
2020,Honda,CR-V,3.5,89840,Manual,Hybrid,Second,13246.03
2023,Honda,CR-V,1.8,125989,Automatic,Hybrid,Second,14578.94
2023,Honda,CR-V,2.4,102041,Automatic,Hybrid,Second,15524.25
2019,Honda,CR-V,1.5,90838,Manual,Electric,First,13631.81
2013,Honda,CR-V,1.5,26777,Manual,Electric,Third,7655.36
2014,Honda,CR-V,1.5,66221,Manual,Diesel,Second,4048.07
2024,Honda,CR-V,1.5,34625,Automatic,Hybrid,First,21110.41
2023,Honda,CR-V,1.8,55409,Manual,Hybrid,First,19642.47
2016,Honda,CR-V,1.8,14154,Manual,Petrol,Second,8439.47
2015,Honda,CR-V,1.8,110798,Automatic,Diesel,First,6550.35
2021,Honda,CR-V,3.5,33225,Automatic,Hybrid,First,20372.28
2022,Honda,CR-V,1.8,30829,Automatic,Electric,First,21793.39
2022,Honda,CR-V,1.8,6326,Manual,Diesel,Third,11172.87
2024,Honda,CR-V,3.5,91657,Automatic,Petrol,Second,17074.54
2024,Honda,CR-V,3.5,125006,Manual,Diesel,First,16992.23
2017,Honda,CR-V,1.5,8636,Automatic,Diesel,First,11831.84
2022,Honda,CR-V,3.5,58934,Automatic,Hybrid,Third,14319.11
2016,Honda,CR-V,1.5,63101,Automatic,Hybrid,Third,8363.13
2019,Honda,CR-V,1.5,90892,Manual,Petrol,First,9125.24
2013,Honda,CR-V,2.4,45470,Manual,Petrol,Third,3822.52
2016,Honda,CR-V,3.5,75015,Automatic,Petrol,Second,9484.18
2021,Honda,CR-V,3.5,109379,Manual,Petrol,First,13578.65
2018,Honda,CR-V,3.5,14957,Manual,Hybrid,Third,11503.45
2017,Honda,CR-V,1.8,3877,Manual,Petrol,Third,7841.17
2023,Honda,CR-V,1.8,109917,Manual,Petrol,First,13517.24
2019,Honda,CR-V,3.5,116768,Manual,Petrol,Third,8381.47
2018,Honda,CR-V,2.4,58044,Automatic,Electric,Second,14027.59
2015,Honda,CR-V,1.8,74051,Manual,Hybrid,Third,7314.59
2021,Honda,CR-V,2.4,22403,Manual,Hybrid,First,19052.83
2015,Honda,CR-V,1.5,118260,Automatic,Diesel,Third,5193.34
2016,Honda,CR-V,1.5,117088,Automatic,Petrol,Second,4568.61
2024,Honda,CR-V,1.8,104711,Manual,Hybrid,First,16805.59
2022,Honda,CR-V,1.5,87335,Automatic,Electric,Third,12553.1
2022,Honda,CR-V,1.8,43870,Manual,Petrol,Second,11794.82
2013,Honda,CR-V,2.4,114560,Manual,Electric,Third,6981.25
2014,Honda,CR-V,1.5,40335,Manual,Electric,Second,8782.46
2020,Honda,CR-V,3.5,94186,Automatic,Diesel,Third,10851.25
2020,Honda,CR-V,1.5,34099,Manual,Hybrid,First,15711.09
2016,Honda,CR-V,3.5,49015,Manual,Hybrid,Second,11579.31
2016,Honda,Pilot,2.4,100493,Automatic,Diesel,Second,7703.92
2013,Honda,Pilot,3.5,20718,Automatic,Hybrid,Third,9975.15
2024,Honda,Pilot,2.4,43633,Automatic,Diesel,First,19671.02
2013,Honda,Pilot,1.8,29660,Automatic,Electric,Second,8627.79
2014,Honda,Pilot,1.8,56309,Manual,Hybrid,Third,4704.06
2024,Honda,Pilot,1.5,118267,Automatic,Diesel,Second,13487.92
2017,Honda,Pilot,2.4,114369,Manual,Diesel,First,9635.97
2024,Honda,Pilot,3.5,22122,Automatic,Hybrid,First,24590.82
2024,Honda,Pilot,1.5,113310,Manual,Petrol,Second,11276.95
2016,Honda,Pilot,1.5,22751,Manual,Electric,Third,9921.15
2015,Honda,Pilot,3.5,67817,Automatic,Petrol,Second,9450.29
2023,Honda,Pilot,1.5,105179,Manual,Hybrid,Second,15113.14
2018,Honda,Pilot,1.5,57144,Automatic,Diesel,Third,8997.6
2020,Honda,Pilot,1.8,77710,Manual,Hybrid,Second,12140.88
2018,Honda,Pilot,1.5,44115,Automatic,Hybrid,First,12947.91
2015,Honda,Pilot,3.5,76568,Automatic,Petrol,Third,7400.92
2022,Honda,Pilot,1.5,108698,Automatic,Hybrid,Third,10976.94
2019,Honda,Pilot,3.5,90475,Manual,Petrol,Second,11293.14
2017,Honda,Pilot,3.5,27502,Manual,Electric,Second,15351.71
2019,Honda,Pilot,1.5,85768,Automatic,Diesel,Third,6950.41
2015,Honda,Pilot,3.5,76606,Manual,Electric,Second,11176.29
2013,Honda,Pilot,2.4,14182,Manual,Electric,Second,10402.48
2016,Honda,Pilot,2.4,29128,Automatic,Electric,Second,13838.21
2013,Honda,Pilot,2.4,27099,Manual,Petrol,Second,3823.54
2021,Honda,Pilot,1.5,10837,Manual,Hybrid,First,17651.89
2017,Honda,Pilot,1.8,62305,Automatic,Electric,Second,11420.73
2013,Honda,Pilot,1.8,118031,Automatic,Electric,Third,4623.88
2024,Honda,Pilot,1.5,50374,Manual,Hybrid,First,18291.47
2015,Honda,Pilot,1.8,63186,Automatic,Petrol,First,8063.9
2022,Honda,Pilot,2.4,91442,Automatic,Hybrid,Second,14884.21
2019,Honda,Pilot,3.5,67341,Manual,Hybrid,Second,13742.95
2023,Honda,Pilot,2.4,99176,Automatic,Diesel,Second,14095.29
2014,Honda,Pilot,2.4,24411,Manual,Hybrid,Second,9289.75
2021,Honda,Pilot,1.8,10367,Automatic,Electric,Third,14169.49
2014,Honda,Pilot,1.5,41285,Manual,Diesel,Third,4559.13
2024,Honda,Pilot,1.8,9378,Manual,Diesel,Third,14308.76
2019,Honda,Pilot,3.5,101707,Automatic,Diesel,Third,10033.13
2013,Honda,Pilot,2.4,90736,Automatic,Hybrid,Second,6508.99
2017,Honda,Pilot,3.5,121961,Manual,Diesel,Third,5805.98
2024,Honda,Pilot,1.8,70600,Manual,Electric,Second,16045.65
2021,Honda,Pilot,2.4,9130,Manual,Electric,Third,14829.88
2014,Honda,Pilot,1.8,31716,Manual,Electric,Second,9545.05
2014,Honda,Pilot,3.5,113350,Manual,Diesel,Second,4162.11
2015,Honda,Pilot,1.8,92941,Manual,Electric,Third,6532.27
2024,Honda,Pilot,1.5,61031,Automatic,Electric,First,21464.69
2019,Honda,Pilot,3.5,57800,Manual,Diesel,Third,10424.37
2017,Honda,Pilot,3.5,95105,Automatic,Electric,First,15059.9
2016,Honda,Pilot,3.5,69490,Automatic,Electric,First,14732.1
2017,Honda,Pilot,3.5,101991,Manual,Electric,Third,9935.89
2016,Honda,Pilot,1.8,69381,Automatic,Electric,Second,10136.25
2013,Honda,Pilot,3.5,127647,Automatic,Electric,First,8947.18
2023,Honda,Pilot,2.4,46481,Manual,Electric,Third,14834.03
2019,Honda,Pilot,2.4,11418,Manual,Diesel,First,15088.37
2024,Honda,Pilot,1.5,127023,Manual,Petrol,First,12246.13
2020,Honda,Pilot,1.8,6407,Manual,Petrol,Third,8403.16
2023,Honda,Pilot,1.8,104190,Automatic,Hybrid,Second,14971.66
2022,Honda,Pilot,3.5,46169,Automatic,Hybrid,Third,15559.64
2014,Honda,Pilot,1.8,6880,Automatic,Hybrid,First,10459.06
2014,Honda,Pilot,1.8,17799,Automatic,Hybrid,Third,7801.25
2018,Honda,Pilot,1.5,72526,Automatic,Diesel,Second,7992.81
2018,Honda,Pilot,1.8,105399,Manual,Hybrid,First,10338.72
2020,Honda,Pilot,1.5,27624,Manual,Petrol,Second,10708.71
2014,Honda,Pilot,2.4,29756,Automatic,Diesel,Second,6736.16
2022,Honda,Pilot,2.4,104039,Manual,Diesel,Third,10216.81
2013,Honda,Pilot,3.5,20205,Manual,Electric,Second,11216.55
2021,Honda,Pilot,3.5,99058,Automatic,Electric,First,21270.82
2019,Honda,Pilot,1.5,87627,Manual,Petrol,Third,7380.91
2022,Honda,Pilot,3.5,68030,Manual,Electric,First,20080.98
2023,Honda,Pilot,1.8,38268,Automatic,Hybrid,Second,17429.2
2015,Honda,Pilot,1.5,27127,Automatic,Diesel,First,9968.96
2022,Honda,Pilot,2.4,92126,Manual,Diesel,Third,10940.83
2023,Honda,Pilot,1.5,4893,Manual,Electric,Third,16845.92
2013,Honda,Pilot,1.5,125406,Automatic,Diesel,Second,3503.56
2015,Honda,Pilot,2.4,46678,Manual,Electric,First,12939.99
2021,Honda,Pilot,2.4,59805,Manual,Electric,Third,14435.79
2024,Honda,Pilot,1.5,104311,Manual,Petrol,First,13712.45
2014,Honda,Pilot,1.8,4211,Manual,Petrol,Third,4167.04
2018,Honda,Pilot,1.5,68584,Automatic,Diesel,First,12119.37
2015,Honda,Pilot,1.8,31036,Manual,Diesel,First,9047.22
2024,Honda,Pilot,1.8,111103,Automatic,Diesel,Third,12900.48
2023,Honda,Odyssey,3.5,12472,Manual,Petrol,Third,12709.48
2017,Honda,Odyssey,1.8,85357,Automatic,Diesel,Second,6669.49
2022,Honda,Odyssey,1.8,27570,Manual,Diesel,First,16084.72
2017,Honda,Odyssey,2.4,83703,Manual,Petrol,Third,6456.67
2018,Honda,Odyssey,2.4,91916,Manual,Hybrid,Second,11672.73
2021,Honda,Odyssey,2.4,51733,Manual,Diesel,First,16213.04
2018,Honda,Odyssey,3.5,80603,Manual,Petrol,Second,10069.45
2021,Honda,Odyssey,3.5,100372,Manual,Diesel,Second,12542.43
2017,Honda,Odyssey,1.5,51632,Automatic,Petrol,Third,5783.18
2024,Honda,Odyssey,3.5,63231,Automatic,Petrol,First,19897.98
2022,Honda,Odyssey,2.4,110561,Manual,Petrol,Third,8437.92
2021,Honda,Odyssey,1.5,120658,Automatic,Electric,Second,14954.79
2022,Honda,Odyssey,3.5,40528,Manual,Petrol,Third,11210.57
2017,Honda,Odyssey,1.8,93937,Manual,Diesel,Third,6587.42
2014,Honda,Odyssey,3.5,48717,Automatic,Hybrid,Third,8994.43
2013,Honda,Odyssey,1.5,59058,Automatic,Petrol,First,5244.41
2021,Honda,Odyssey,2.4,76474,Manual,Electric,Third,13531.01
2022,Honda,Odyssey,1.5,62840,Manual,Electric,Second,14695.88
2015,Honda,Odyssey,3.5,42451,Manual,Hybrid,Third,7990.59
2021,Honda,Odyssey,1.8,115394,Automatic,Electric,Second,15181.01
2015,Honda,Odyssey,3.5,20706,Automatic,Electric,First,16074.74
2019,Honda,Odyssey,2.4,17650,Automatic,Electric,Third,13169.67
2013,Honda,Odyssey,1.8,54360,Automatic,Hybrid,Third,6659.07
2016,Honda,Odyssey,3.5,13737,Automatic,Hybrid,First,15227.95
2013,Honda,Odyssey,3.5,41967,Automatic,Hybrid,Second,9846.29
2013,Honda,Odyssey,1.5,115255,Automatic,Diesel,Third,2020.01
2016,Honda,Odyssey,1.5,66668,Manual,Hybrid,First,8605.36
2016,Honda,Odyssey,3.5,27363,Automatic,Electric,Third,12236.31
2018,Honda,Odyssey,1.8,4620,Automatic,Hybrid,Third,11550.44
2013,Honda,Odyssey,1.5,58809,Manual,Hybrid,Second,4720.85
2023,Honda,Odyssey,1.5,24602,Manual,Electric,Second,18568.0
2015,Honda,Odyssey,1.5,128138,Automatic,Petrol,Second,3352.74
2016,Honda,Odyssey,3.5,52692,Automatic,Diesel,Third,9239.47
2022,Honda,Odyssey,1.8,111575,Manual,Electric,First,16375.65
2017,Honda,Odyssey,1.5,60705,Automatic,Petrol,First,10331.67
2021,Honda,Odyssey,1.5,108585,Manual,Petrol,Third,7534.91
2018,Honda,Odyssey,3.5,52833,Automatic,Electric,First,18604.91
2013,Honda,Odyssey,3.5,63646,Manual,Electric,Second,8197.63
2015,Honda,Odyssey,2.4,99881,Manual,Diesel,Second,6179.53
2021,Honda,Odyssey,1.5,26525,Automatic,Hybrid,Third,12740.37
2013,Honda,Odyssey,3.5,53227,Automatic,Hybrid,Second,9290.2
2021,Honda,Odyssey,1.8,12247,Automatic,Diesel,Third,12747.76
2014,Honda,Odyssey,3.5,94164,Automatic,Diesel,First,8455.69
2014,Honda,Odyssey,1.8,64954,Manual,Hybrid,First,7709.33
2015,Honda,Odyssey,1.5,18078,Manual,Electric,Third,9285.22
2024,Honda,Odyssey,2.4,97337,Manual,Diesel,First,15976.68
2017,Honda,Odyssey,1.8,53281,Manual,Diesel,Third,8043.69
2019,Honda,Odyssey,2.4,127357,Manual,Electric,Third,9440.15
2015,Honda,Odyssey,1.8,52464,Manual,Hybrid,First,8613.31
2013,Honda,Odyssey,1.8,46723,Automatic,Hybrid,Second,6374.43
2023,Honda,Odyssey,2.4,108433,Manual,Petrol,Second,10950.45
2014,Honda,Odyssey,2.4,56502,Automatic,Hybrid,Second,9734.51
2020,Honda,Odyssey,1.8,24304,Automatic,Petrol,Third,11772.0
2020,Honda,Odyssey,2.4,59022,Automatic,Hybrid,Second,14260.35
2023,Honda,Odyssey,1.8,34826,Manual,Diesel,Second,15275.16
2013,Honda,Odyssey,2.4,81052,Automatic,Petrol,Third,4664.69
2019,Honda,Odyssey,2.4,96721,Manual,Hybrid,First,12538.91
2013,Honda,Odyssey,1.8,31804,Manual,Electric,First,10025.58
2024,Honda,Odyssey,1.5,41506,Automatic,Petrol,Third,12794.45
2022,Honda,Odyssey,3.5,113284,Automatic,Petrol,Second,13686.06
2013,Honda,Odyssey,1.5,111965,Manual,Petrol,Second,2000.0
2020,Honda,Odyssey,1.8,103250,Automatic,Hybrid,Second,13512.72
2013,Honda,Odyssey,2.4,56693,Automatic,Diesel,Second,6273.28
2022,Honda,Odyssey,2.4,78403,Automatic,Diesel,Second,15226.31
2015,Honda,Odyssey,2.4,118631,Automatic,Hybrid,Second,7825.02
2022,Honda,Odyssey,1.5,121454,Automatic,Petrol,Third,9718.68
2016,Honda,Odyssey,1.8,42832,Automatic,Diesel,Third,7320.43
2023,Honda,Odyssey,1.8,95918,Manual,Hybrid,First,16678.58
2015,Honda,Odyssey,2.4,22665,Automatic,Petrol,First,10487.99
2024,Honda,Odyssey,2.4,86996,Manual,Hybrid,First,19104.02
2021,Honda,Odyssey,1.8,53468,Automatic,Hybrid,Third,12866.45
2022,Honda,Odyssey,1.8,3028,Automatic,Hybrid,Second,17721.21
2024,Honda,Odyssey,2.4,50657,Automatic,Electric,Second,20710.94
2015,Honda,Odyssey,1.8,121423,Automatic,Diesel,Second,4837.43
2015,Honda,Odyssey,3.5,10961,Automatic,Electric,Second,15054.95
2013,Honda,Odyssey,1.5,84218,Manual,Diesel,Second,4045.14
2021,Honda,Odyssey,1.8,76302,Automatic,Petrol,First,14249.81
2018,Honda,Odyssey,2.4,71607,Manual,Hybrid,First,12912.79
2013,Honda,Odyssey,2.4,15666,Manual,Diesel,Third,5902.48
2020,Honda,Odyssey,1.8,22157,Automatic,Diesel,First,16271.84
2021,Honda,Passport,1.5,89282,Automatic,Electric,Third,12930.61
2013,Honda,Passport,2.4,39445,Manual,Petrol,Third,3163.5
2024,Honda,Passport,3.5,11222,Automatic,Electric,First,27331.22
2015,Honda,Passport,1.8,102174,Automatic,Petrol,Second,4909.28
2017,Honda,Passport,3.5,102244,Automatic,Petrol,Third,8218.42
2021,Honda,Passport,1.8,45616,Manual,Diesel,Second,13151.51
2021,Honda,Passport,1.5,90362,Automatic,Petrol,Third,8911.61
2021,Honda,Passport,1.5,120106,Automatic,Hybrid,Second,12757.58
2017,Honda,Passport,1.8,10957,Automatic,Petrol,First,12336.82
2017,Honda,Passport,3.5,37206,Automatic,Hybrid,Second,14355.14
2013,Honda,Passport,3.5,38031,Manual,Hybrid,Second,8141.05
2022,Honda,Passport,2.4,90640,Manual,Hybrid,Second,13391.87
2020,Honda,Passport,3.5,46822,Manual,Petrol,Second,12687.2
2024,Honda,Passport,2.4,26519,Manual,Electric,First,23436.56
2017,Honda,Passport,1.8,84103,Automatic,Diesel,Second,7700.96
2015,Honda,Passport,3.5,42385,Manual,Petrol,Third,7021.35
2017,Honda,Passport,1.8,98310,Automatic,Petrol,First,8336.39
2023,Honda,Passport,1.5,103537,Manual,Petrol,Second,9935.44
2015,Honda,Passport,1.5,10526,Manual,Petrol,Second,7553.56
2019,Honda,Passport,3.5,74185,Automatic,Petrol,First,14155.59
2018,Honda,Passport,1.5,78282,Automatic,Diesel,Third,8355.0
2021,Honda,Passport,3.5,126721,Manual,Hybrid,First,17734.4
2023,Honda,Passport,2.4,74055,Manual,Petrol,First,14371.72
2019,Honda,Passport,3.5,92826,Manual,Hybrid,Second,12488.02
2024,Honda,Passport,2.4,31400,Automatic,Diesel,Third,13891.32
2021,Honda,Passport,1.8,7055,Automatic,Hybrid,First,18991.47
2014,Honda,Passport,1.5,31251,Automatic,Petrol,Second,7346.81
2013,Honda,Passport,2.4,73400,Automatic,Diesel,First,6508.45
2014,Honda,Passport,2.4,13702,Automatic,Diesel,First,10597.8
2022,Honda,Passport,2.4,52111,Automatic,Electric,First,21577.36
2022,Honda,Passport,3.5,99528,Manual,Hybrid,Second,15274.43
2016,Honda,Passport,1.8,121637,Manual,Petrol,Second,4336.33
2021,Honda,Passport,3.5,91290,Manual,Hybrid,Second,14349.96
2017,Honda,Passport,3.5,55066,Automatic,Electric,Third,12865.55
2013,Honda,Passport,3.5,12190,Manual,Diesel,Third,6972.11
2023,Honda,Passport,1.5,128604,Automatic,Petrol,Second,10704.95
2023,Honda,Passport,1.8,6435,Manual,Hybrid,Third,15749.9
2018,Honda,Passport,2.4,35826,Manual,Electric,Third,12617.32
2024,Honda,Passport,3.5,82553,Automatic,Hybrid,First,22704.98
2014,Honda,Passport,1.8,42029,Manual,Electric,First,10436.01
2015,Honda,Passport,2.4,127606,Manual,Hybrid,Third,6035.94
2015,Honda,Passport,3.5,86029,Automatic,Hybrid,Second,11153.56
2019,Honda,Passport,1.5,61436,Manual,Hybrid,Second,10084.19
2015,Honda,Passport,1.5,32332,Manual,Diesel,First,7685.71
2020,Honda,Passport,2.4,54952,Manual,Petrol,Third,7827.78
2019,Honda,Passport,1.5,21256,Manual,Electric,Second,14908.27
2024,Honda,Passport,1.8,42339,Manual,Petrol,Second,13882.83
2023,Honda,Passport,1.8,79631,Automatic,Hybrid,Second,15865.23
2014,Honda,Passport,3.5,53222,Automatic,Electric,Second,11884.44
2024,Honda,Passport,3.5,73968,Automatic,Hybrid,Third,15908.69
2019,Honda,Passport,1.5,117337,Automatic,Diesel,Second,8230.38
2014,Honda,Passport,3.5,70863,Manual,Diesel,Second,6007.73
2017,Honda,Passport,3.5,125755,Automatic,Hybrid,First,12640.6
2020,Honda,Passport,2.4,33782,Automatic,Diesel,First,15861.39
2017,Honda,Passport,1.8,22462,Automatic,Hybrid,Third,9762.76
2017,Honda,Passport,1.8,7581,Manual,Diesel,Second,9603.64
2024,Honda,Passport,3.5,25936,Automatic,Diesel,First,21695.02
2022,Honda,Passport,1.8,25419,Automatic,Hybrid,Third,14528.25
2020,Honda,Passport,2.4,35214,Automatic,Electric,First,19677.61
2015,Honda,Passport,1.8,71104,Manual,Electric,Second,8615.0
2021,Honda,Passport,3.5,119908,Manual,Petrol,Second,11069.64
2019,Honda,Passport,2.4,61703,Automatic,Hybrid,Second,12941.04
2016,Honda,Passport,2.4,92234,Automatic,Hybrid,First,11392.72
2018,Honda,Passport,2.4,107292,Automatic,Diesel,Third,8804.5
2014,Honda,Passport,3.5,31469,Manual,Electric,Third,10715.84
2014,Honda,Passport,1.5,112934,Manual,Petrol,First,2000.0
2022,Honda,Passport,1.8,19619,Automatic,Hybrid,First,21294.06
2018,Honda,Passport,3.5,24630,Manual,Petrol,Third,11029.74
2023,Honda,Passport,1.5,66722,Manual,Petrol,Second,13138.98
2020,Honda,Passport,1.5,27161,Automatic,Hybrid,Third,12530.67
2015,Honda,Passport,1.8,53374,Automatic,Petrol,Second,6262.73
2020,Honda,Passport,1.8,86245,Manual,Electric,Third,11165.98
2023,Honda,Passport,2.4,73192,Manual,Diesel,Second,13804.79
2014,Honda,Passport,3.5,75782,Manual,Electric,First,12020.85
2013,Honda,Passport,2.4,107301,Manual,Diesel,First,4217.38
2017,Honda,Passport,1.8,67340,Automatic,Diesel,Second,8948.68
2020,Honda,Passport,2.4,79920,Automatic,Petrol,First,12146.89
2021,Honda,Passport,1.5,76960,Automatic,Electric,Second,13933.58
2021,Honda,Passport,1.5,33936,Automatic,Diesel,Second,13196.61
2019,Honda,Passport,3.5,104735,Automatic,Hybrid,Second,12288.27
2016,Honda,HR-V,1.5,110293,Manual,Hybrid,Third,6747.82
2023,Honda,HR-V,2.4,65147,Manual,Hybrid,Third,14623.97
2018,Honda,HR-V,1.5,110338,Manual,Petrol,Second,5604.65
2019,Honda,HR-V,2.4,110369,Manual,Hybrid,Second,10714.95
2020,Honda,HR-V,1.5,62624,Manual,Petrol,First,10885.7
2020,Honda,HR-V,3.5,48712,Manual,Petrol,Third,10822.86
2014,Honda,HR-V,3.5,95091,Automatic,Electric,Third,8604.86
2022,Honda,HR-V,3.5,17692,Automatic,Electric,Second,21086.54
2023,Honda,HR-V,1.5,86276,Automatic,Petrol,First,15364.95
2024,Honda,HR-V,2.4,41744,Automatic,Electric,Third,18310.97
2019,Honda,HR-V,2.4,109917,Manual,Electric,Second,11713.79
2014,Honda,HR-V,1.8,35125,Manual,Petrol,Third,5158.54
2013,Honda,HR-V,1.8,21768,Manual,Hybrid,Second,5573.3
2019,Honda,HR-V,3.5,74017,Automatic,Petrol,Third,10198.68
2014,Honda,HR-V,3.5,58823,Automatic,Hybrid,Third,8434.69
2018,Honda,HR-V,1.5,104212,Automatic,Hybrid,Second,10098.84
2024,Honda,HR-V,3.5,22787,Automatic,Petrol,Third,15455.54
2024,Honda,HR-V,3.5,49936,Automatic,Diesel,Third,14588.99
2018,Honda,HR-V,1.8,93347,Automatic,Hybrid,Third,9923.94
2021,Honda,HR-V,1.8,121724,Manual,Hybrid,First,12062.29
2022,Honda,HR-V,3.5,61453,Automatic,Electric,Second,19627.13
2024,Honda,HR-V,1.8,50098,Manual,Petrol,Third,12850.9
2021,Honda,HR-V,1.8,39538,Automatic,Hybrid,Second,16284.74
2023,Honda,HR-V,1.8,94239,Automatic,Electric,Third,16483.26
2018,Honda,HR-V,3.5,8153,Manual,Electric,Second,14866.69
2020,Honda,HR-V,2.4,47149,Automatic,Petrol,Third,10043.89
2023,Honda,HR-V,1.8,92299,Manual,Petrol,Second,11191.34
2023,Honda,HR-V,1.5,107675,Automatic,Electric,Second,16479.01
2023,Honda,HR-V,1.8,20221,Automatic,Petrol,Second,16531.84
2013,Honda,HR-V,3.5,44831,Manual,Hybrid,First,10728.46
2020,Honda,HR-V,2.4,89338,Manual,Petrol,Third,8632.26
2020,Honda,HR-V,3.5,16201,Manual,Hybrid,Third,13703.98
2019,Honda,HR-V,3.5,24168,Automatic,Hybrid,First,18595.44
2013,Honda,HR-V,1.5,80475,Automatic,Petrol,Third,2000.0
2021,Honda,HR-V,2.4,38454,Manual,Petrol,First,14482.86
2024,Honda,HR-V,2.4,40310,Manual,Hybrid,First,20976.18
2019,Honda,HR-V,2.4,41889,Automatic,Electric,First,19138.55
2014,Honda,HR-V,2.4,79302,Automatic,Electric,Second,10331.6
2019,Honda,HR-V,3.5,29442,Automatic,Diesel,First,16632.4
2017,Honda,HR-V,1.8,129248,Manual,Electric,Second,9932.99
2022,Honda,HR-V,2.4,113584,Automatic,Electric,Second,15840.28
2014,Honda,HR-V,2.4,128251,Manual,Diesel,First,4269.54
2021,Honda,HR-V,1.5,127476,Manual,Diesel,Third,6851.18
2022,Honda,HR-V,3.5,121922,Automatic,Petrol,First,16242.13
2017,Honda,HR-V,3.5,76664,Manual,Electric,Second,13544.94
2013,Honda,HR-V,1.8,61876,Automatic,Diesel,Third,4325.67
2018,Honda,HR-V,1.5,96955,Manual,Diesel,First,7003.45
2021,Honda,HR-V,1.8,35694,Automatic,Hybrid,First,19285.01
2020,Honda,HR-V,3.5,50952,Automatic,Diesel,Second,14486.62
